,Sentence,Label,Solved conflict
38,"Trucking and shipping companies have been slowly recovering from supply chain issues caused by Covid-19, but things have gotten worse in rail.
",0,False
39,"On paid time off and sick days, perhaps the most defining issue of the dispute, the gains are more ambiguous.
",0,False
40,"The tentative agreement allows workers to take some unpaid sick days without losing attendance points, though it still is not known exactly how many.
",0,False
41,"As Bernie Sanders pointed out during his testimony in Congress, it would cost the rail carriers a total of $688 million per year to fulfill this demand.
",0,False
42,"Biden himself got personally involved and phoned in to the negotiations that Labour Secretary Marty Walsh convened.
",0,False
43,"More recently, unexpected organising has taken place at high-profile companies like Amazon, Starbucks, and Chipotle.
",1,False
44,"Regardless of whether this tentative agreement is approved or not, deep issues with the rail system will remain.
",1,False
45,"Given the combative willingness of rank-and-file rail workers to vote down contracts recently, it shouldn’t be simply assumed that workers will vote in favour of accepting the agreement.
",1,True
46,"As this logistics system becomes more interdependent and fragile, the potential leverage of these workers increases to a dramatic level.
",1,True
47,"Despite all the talk of a postindustrial and service economy, there is no getting around the fact that our economy still cannot function without industrial labour.
",1,True
48,"A clique of executives from Meta have snapped up properties in London since the social media giant’s new King’s Cross offices opened this year, and they are far from alone.
",0,False
49,"This had several side effects – namely that PCL became mostly lined with empty properties and prices went into ‘trophy’ mode.
",0,False
50,"Look at a prime location such as Egerton Crescent in Knightsbridge – at first glance it appears there are just two houses (with prices around the £12 million mark) on the open market there.
",0,False
51,"Firstly and most evidently, demand – and prices – are on the up.
",0,False
52,"But a top buying agent tells me that access to 13 can be gained if you know the right people.
",0,False
53,"The reasons given are a bounce-back in property values and a demand for discreet, secure houses of this kind.
",0,False
54,"Secondly, in a signal of just who is stalking the market, there is a cloak of privacy surrounding property coming up for sale.
",0,False
55,"There are two things in particular that show PCL is back in business.
",0,False
56,"A large development site in a mews in South Kensington had been granted planning permission in 2014 for double-basement townhouses but struggled to attract interest from buyers.
",0,False
57,"Over several decades, Prime Central London – or PCL – had become a repository for cash from wealthy foreigners, whether they actually wanted to live there or not.
",0,False
58,"If you’re looking for a bellwether for the world economy, you could do worse than consider what’s happening at the very highest end of London’s property market.
",1,False
59,"I’ve never known so many ‘on it’ friends who simply shrug and are happy to state they haven’t a clue.
",0,False
60,"In a turbulent world, these strengths are bringing London back to the attention of the global elite again.",0,False
61,"Anyone sticking their head above the parapet and claiming they know where the world will be in 12-36 months is sticking their finger in the air.
",1,False
62,"Plenty of people are keen to diss the UK at the moment, but the factors that make Britain a safe place to live and work remain steady – we are on the Greenwich meridian so can trade east and west; we are politically stable; we are an island; and we have a strong rule of law.
",1,False
63,"After all, these wealthy investors felt fairly confident that they had at least some grasp on what was happening in the world economy in the short- to medium-term – and PCL was left somewhat in the doldrums.
",1,False
64,"Suddenly, though, multiple prospective purchasers are chasing each one – despite the recent vast increases in the cost of building them.
",0,False
65,"This is not a world where details of properties circulate on supposed ‘off market’ websites; it’s one controlled by a cabal of high-end buying/selling agents operating completely off the grid.
",1,False
66,"Then Brexit appeared on the horizon, and for some time rich international buyers avoided London out of fear of complications that might arise from being outside the EU.
",0,True
67,"But all that has gone out of the window since the Ukraine war began.
",1,True
68,"This unique set of circumstances has brought PCL back into focus as the safe haven of choice for global players seeking somewhere to stash their cash.
",0,True
69,"Chart B shows that the Covid-19 injection was proving to have negative effectiveness against infection among both children who had previously been infected with Covid-19 prior to vaccination and children who had not been infected with Covid-19 prior to vaccination within 20 to 22 weeks (5 Months) after they were given the first dose.
",0,False
70,"A New England Journal of Medicine study has just confirmed what the data already has: that COVID-19 vaccines are giving people a new form of acquired immunodeficiency syndrome (AIDS).
",0,False
71,"The mRNA injections completely degrade the human immune system of the vaccinated population and it worsens by the week.
",0,False
72,"The huge study was conducted by several doctors and scientists at the University of North Carolina and the North Carolina Department of Health and Human Services.
",0,False
73,"Chart D shows that vaccinated children who had previously been infected with Covid-19 were proving to have zero immunity against reinfection with the Delta variant, and the same decline was beginning to be seen against reinfection with the Omicron variant.
",0,False
74,"It is a measure of a person’s immune system performance.
",0,False
75,"The study backs up months of work, research, and data collection from ruling classes conducted by the team at The Expose.
",0,False
76,"They have been analyzing official Government data for over a year and have found that the COVID-19 vaccinations take, on average, about 5 months to kill the injected.
",0,False
77,"Note in the chart above that the baseline of 0 (before being vaccinated for COVID-19) immunity.
",0,False
78,"and how after vaccination, within months, the injected are worse off than if they would have taken the shot.
",0,False
79,"Another analysis of official UK Government data conducted by the team here at The Expose found that mortality rates per 100k are the lowest among the unvaccinated population in all age groups, and it takes approximately five months for the elevated mortality among the vaccinated to be realized.
",0,False
80,"It also shows that the effectiveness of the Covid-19 injection against infection fell below zero by June 2022 among children vaccinated in December 2021.
",0,False
81,"Despite a mass media campaign to make you believe getting a booster is essential to “top up your immunity” due to declining effectiveness, it is actually impossible for vaccine effectiveness to wane when it comes to the Covid-19 injections.
",1,False
82,"But the New England Journal of Medicine study proves that “effectiveness” is breaking the 0% barrier into negative “effectiveness”.
",0,False
83,"The study authors used a counting-process extension of the Cox model to formulate the time-varying effects of the BNT162b2 vaccine and previous SARS-CoV-2 infection on the rate of SARS-CoV-2 infection, with adjustment for demographic variables.
",0,False
84,"Here are their findings:  Chart A shows that the effectiveness of the Covid-19 injection against infection fell below zero by April 2022 among children vaccinated in November 2021.
",0,False
85,"Vaccine effectiveness is NOT a measure of the effectiveness of a vaccine.
",1,False
86,"–The Exposé  The real problem is that the New England Journal of Medicine Study and real-world data have proven that the vaccinated population’s immune systems are not returning to the natural state seen among most of the unvaccinated population.
",0,False
87,"Chart C shows that unvaccinated children who had previously been infected with Covid-19 were still proving to have positive immunity to reinfection against all variants of the Covid-19 injection by May 2022.
",0,False
88,"If they were, then studies and the data would be showing vaccine effectiveness (immune system performance) close to 0%, or a return to a baseline.
",0,False
89,"And real-world data supplied by the UK Government, the US government, and others, unfortunately, shows the exact same thing.",1,True
90,"COVID is continually evolving to become more immune evasive, according to Ray, and Omicron is spawning exponentially.
",0,False
91,"BA.2.75 still predicted to overtake in many places, but BA.5.2.1.7 has similar advantage over plain BA.5, so different outcomes.
",0,False
92,"He added he wouldn’t be surprised to see a new variant altogether this fall.
",0,False
93,"pic.twitter.com/ThB42hdBHO  — Tom Wenseleers (@TWenseleers) August 21, 2022  So far Belgium has seen the lion’s share of BF.7 cases identified globally: 25%.
",0,False
94,"The variant, which scientists have named BF.7 (short for BA.5.2.1.7) allegedly made up 1.7% of sequenced infections last week in the U.S., according to new data from the U.S. Centers for Disease Control and Prevention.
",0,False
95,"Right now, the most common variant is BA.5, at 85%, BA.4.6, which comprised 10.3% of infections, and BA.2.75, which comprised 1.3%.
",0,False
96,"Would anyone be surprised?
",0,False
97,"Of course, the suggestions are to continue masking and get injected:  Continue to mask and get your booster.
",0,False
98,"For months scientists watched BA.2.75, dubbed “Centaurus” by the Twitterverse, as a variant of interest with the potential to surge this fall.
",0,False
99,"“The same growth advantage in multiple countries makes it reasonable to think that BF.7 is gaining a foothold,” and that it’s potentially more transmissible than parent BA.5, Ray said.
",0,False
100,"–Fortune  The Centers for Disease Control and Prevention recently broke it out into its own category when cases topped 1%, Dr. Stuart Ray, vice chair of medicine for data integrity and analytics at Johns Hopkins’ Department of Medicine, told Fortune.
",0,False
101,"All Omicron subvariants have been fairly mild, meaning BF.7 could also be.
",0,False
102,"The ruling class’s propaganda outlets just announced there is a brand new COVID variant moving around, just in time for autumn.
",1,False
103,"A new variant that can evade vaccines and actually harm people will surface when the ruling class needs another lockdown to panic the unruly slaves into mass compliance out of fear.
",1,False
104,"And of course, BF.7 is more transmissible than the variants before it.
",0,False
105,"According to a report by Fortune, BF.7 because it’s making headway in an increasingly crowded field of Omicron subvariants.
",0,False
106,"But this week, BF.7 surpassed it.
",0,False
107,"Updated fit of global SARS-CoV2 lineage frequencies based on all @GISAID + @CovidGenomicsUK data, now with BF.7 / BA.5.2.1.7 represented separately.
",0,False
108,"Denmark, Germany, and France have each seen 10% of the world’s identified cases so far, according to cov-lineages.org, a COVID data repository updated daily by contributors from universities in England, Scotland, and Australia, among others.
",0,False
109,"Children of variants “don’t grow relative to their parent unless they have an advantage.”
",0,False
110,"It’s also just in time for the new booster shots that they want everyone to get before Halloween.
",1,True
111,And remember that the pandemic isn’t over.,1,True
112,"Therefore, it knew what could happen to the public credit of a city.
",0,False
113,"On that day the City Council adopted two resolutions: One called upon Congress to reduce the federal government’s expenditures by one-fifth; the other called upon Congress to vote a Government bond issue for as many billions as might be necessary and spend the money “to make possible the American citizen’s inalienable right to earn an honest living for himself and his family.”
",0,False
114,"Therefore these unprecedented uses of the public credit now being made, and proposed to be made, are to meet a crisis that must soon pass.
",1,False
115,"That when liquidation of commodities and securities has gone too far it becomes the business of government to stop it, using public credit by such means as it may think fit.
",1,False
116,"Observe that in time of prosperity government is bound to extend itself because revenues are plenty and there is always a purblind demand for special benefits to be conferred by public credit.
",1,False
117,"Why?
",0,False
118,"The explanation is simple.
",1,False
119,"At the top is the federal government.
",0,False
120,"Tax rates have been rising by necessity because the national income has been shrinking.
",0,False
121,"They do increase the cost of popular government.
",0,False
122,"Nevertheless, they are limited.
",0,False
123,"Such are the extreme liberals, the Socialists, the radicals, themselves perfectly honest, all haters of graft and corruption in government, yet who are for increasing popular taxes on any pretense of public benefit because that is one way of redistributing wealth downward, according to their doctrine.
",1,False
124,"If taxation meanwhile has to be heavily increased, so much the better, so long as the increase is, as it certainly will be, in the field of popular taxes, for thereby wealth is redistributed downward and capitalist society, in which they disbelieve, is on its way to trouble.
",1,False
125,"What they have in common is a certain reaction to the sight of human misery, squalor, discomfort, disadvantage or what they believe to be curable wretchedness.
",1,False
126,"Then these enthusiasts return home from their national gatherings, and if they find that their city spends less for such service, they make it their business to see that it soon attains such a standard.
",1,False
127,"The loss of public credit, the complete ruin of it, would be the least of the consequences.
",1,False
128,"But taking refuge in public credit will cause that same infection to attack business, banking, industry, agriculture, the entire body of private enterprise.
",1,False
129,"He was writing about French people, and he supposed this weakness in them was from having lived so long under a crown that did everything for them.
",0,False
130,"Has the modern circumstance overwhelmed it?
",0,False
131,"If truly it could be overcome by the use of public credit, no objection on the ground of precedent or political theory would long prevail.
",1,False
132,"Therefore, as to these ideas—any and all of them—there are only two questions:  First, will they work?
",0,False
133,"As the total national income falls, the proportion of it absorbed by government will rise.
",0,False
134,"Nevertheless, the rise, irrespective of the state of the times, is continuous.
",0,False
135,"Taxes have risen to a point at which they begin to devour people’s possessions, and the taxpayer is wild for relief.
",1,False
136,"The impulse is to select the more extensible forms.
",0,False
137,"Here is the intent only to show how unlike and differently motivated forces, economic, social and political, are tending together not only to swallow up the national income in government but also to produce a result which some intend and some do not.
",1,False
138,"The last may go very deep.
",0,False
139,"Was it a myth?
",0,False
140,"It will be evident in the same way that taxation has reached a point where it represents an active redistribution of wealth by hand and power of government.
",0,False
141,"And thus the national income is absorbed.
",0,False
142,"And of course, he is.
",0,False
143,"No government ever wants less government—that is, less of itself.
",1,False
144,"No government ever surrenders power, even its emergency powers—not really.
",1,False
145,"Not less government, you see; the same amount of government for less money.
",1,False
146,"And now you will see a selective struggle taking place within government itself.
",1,False
147,"But there is the specious point again.
",0,False
148,"What are popular taxes?
",0,False
149,"The Secretary of the Treasury, in the speech just referred to, tells what they are: “the income and inheritance taxes, because they are so levied as to reach comparatively few people.” The income tax is popular because fewer than 2 percent of the people pay income taxes.
",0,False
150,"Now the oldest object of his animosity—namely, the political boss—has annexed the idea.
",1,False
151,"We might then wipe the slate and begin all over.
",0,False
152,"The intention is to overcome it.
",0,False
153,"Security according to the economic status of persons, classes and groups, in place of freedom.
",0,False
154,"More than that, reducing the cost of government by measure tends to serve the most potent forces now acting to extend government.
",0,False
155,"There is yet everywhere a deficit in the public revenue because the shrinkage in everything taxable was so sudden and violent.
",1,False
156,"Let it be asked: What are the political and social forces now acting to absorb the national income for purposes of government—acting, that is, to increase taxation?
",1,False
157,"Demands upon the public credit for social service are most difficult to resist.
",1,False
158,"Émile Faguet, a Frenchman, in a book entitled The Dread of Responsibility, wrote,  We like to surrender ourselves to the state while allowing it to impose even heavy tasks upon us.
",0,False
159,"The modern city is a new form of life, really, and one that we have no science for; in that form individual helplessness is a rising social liability.
",1,False
160,"Today every state imposes a gasoline tax, and thirteen make use of taxes on tobacco or cigarettes
",0,False
161,"In the minutes of the Chicago City Council, May 12th last is the perfect example of how commonly we regard public credit.
",1,False
162,"The battle to set our economic machine in motion in this emergency takes new forms and requires new tactics from time to time.
",1,False
163,"Suppose they did work, the tide rising to save and redeem them, and that we should be able to perform the terrific gymnastic feat of getting back our equilibrium.
",1,False
164,"It must rise because government is the one thing that cannot be liquidated or deflated in time of economic depression.
",1,False
165,"But these are Federal expenditures, and they have much less to do with the rise in the cost of all government than you would suppose.
",0,False
166,"How shall the cost of government be reduced?
",0,False
167,"By economy, by the elimination of graft and needless waste, by a consolidation of government’s competitive parts, by a reform of its structure to limit the number of local and civic units because duplication is costly.
",0,False
168,"Such competition is embarrassing and unscientific from the common point of view of government seeking revenue.
",1,False
169,"Fourteen states now have old-age pension laws, and 100 other old-age security measures are pending in forty state legislatures.
",0,False
170,"The promotion of it for many is an avocation, for increasing numbers it is a profession, and for a very great number of more or less trained men and women it is employment and livelihood.
",0,False
171,"That you will be hearing.
",0,False
172,"That is what it means to sell bonds.
",0,False
173,"Nobody knows what lies in the future.
",0,False
174,"Well, in that case we should have established certain things in the way anything is established—by the fact of its having once been done before, such as these:  That when the industrial rhythm breaks and there is an crisis in employment, it becomes a function of government to provide people with work; thus responsibility for unemployment comes at rest not upon industry, where we had thought it belonged, but upon government—the state—and must be charged to the public credit.
",1,False
175,"That when from bad banking, wild speculation, senseless credit inflation, or no matter from what cause, the private banking structure seems about to fall, it becomes a function of government to support it with public credit, not particularly to save the banks, but to save depositors.
",1,False
176,"If now it is established that in time of depression government must extend itself even faster, prodigiously, in order to meet the responsibilities which we are so willing to pass to it by default, then the growth of government will be uninterruptible, without time or season, and the last problem of all is how people shall defend themselves against it.
",1,False
177,"Certainly if the structure of government were rationalized, we could easily have as much government as before for less money.
",1,False
178,"Then what will happen when the national income rises to normal again?
",0,False
179,"First by habit one thinks of those for which we have traditional images: The machine, the boss, the pork barrel, the spoils system, the politician everywhere in his popular character, acquiring merit and power by spending public money; doing things for his people with the money of other people, taking care at the same time to do enough for himself with everybody’s money.
",1,False
180,"“Of course,” said the Secretary of the Treasury2 recently, in a speech before the New York City Bar Association,  the people are in a large measure themselves to blame.
",0,False
181,"One who remembers a Southern senator shouting out loud that he would steal for his people a hog every time a Yankee got a ham may be indignant, but the feeling is not personal.
",1,False
182,"They do not want to redistribute wealth; they want only to prey upon it.
",1,False
183,"Thus, government responsibility for old-age security, child life, tonsils, widows, backward mentalities, employment insurance, better maternity, public nursing, recreation, adult play, plumbing, housing, right nurture, infant feeding, vocational guidance, the use of leisure, everything of the good life for everybody, as a responsibility of the state, to procure it, provide it, superintend it.
",1,False
184,"Trenton, for example, has made the word taboo.
",0,False
185,"Since 1910,” says the Secretary of the Treasury, “the picture has materially changed … The Federal Government adopted a full-fledged income tax in 1913, and estate tax in 1916 … Beginning with Wisconsin, in 1911, state after state adopted an income tax, though at very moderate rates, until today there are twenty-two with this form of taxation.
",0,False
186,"In the same state the levy upon corporation income, state and federal taxes together, will be one-fifth or more.
",0,False
187,"Public credit belongs to the people as a whole and they may do anything with it they like.
",1,False
188,"We used such emergency powers to win the war; we can use them to fight the depression.
",1,False
189,"And it follows by necessity that certain functions of government are assumed, as, for example, the wisdom to know when a crisis is such a crisis, to know when liquidation has gone far enough, when prices are too low, when they are high enough again, how many bank failures constitute a crisis in banking, how many railroad failures constitute a crisis in railroad credit, and so on.
",1,False
190,"It may be that industry cannot accept responsibility for unemployment; if so, perhaps the government must.
",1,False
191,"It may mean to surrender them, but on the first new occasion it will take them all back.
",1,False
192,"The present Reconstruction Finance Corporation is a revival of that power in time of peace.
",1,False
193,"This—that the cost of government shall be reduced.
",1,False
194,"This is the estimate of the tax commissioner of the state of New York, writing an essay in Community Service magazine on the preposterous duplication of parts, offices and powers in government.
",0,False
195,"The cost of government by measure is one thing; the quantity of government, at any cost, is another.
",1,False
196,"The cost of social service, exclusive of education, now is representing one-fifth or more of the total expense of cities.
",0,False
197,"The city, of course, is an important factor.
",0,False
198,"This is the income tax alone!
",1,False
199,"But we are fighting the economic consequences of overliquidation and unjustified fear as to the future of the United States.
",1,False
200,"What then?
",1,False
201,"That when prices are too low—prices taken all together—it becomes a function of government to manipulate them back to where they belong.
",0,False
202,"If only such ideas as these now current do prevail, and if they work, we shall have enormously increased the power of self-extension which is already inherent in government.
",1,False
203,"Therefore, taxes must be increased, first in order to provide as much public revenue as before, and then further increased to provide more revenue than before.
",1,False
204,"Then we should all be working for government, either directly as state employees or indirectly to support the employees of the state.
",1,False
205,"The senator was only human.
",1,False
206,"They have no theory among them.
",1,False
207,"Why should not everyone pay an income tax?
",1,False
208,"The principal reason, from the point of view of government, is that a universal income tax would be a powerful restraint upon the expansion of government.
",0,False
209,"Formerly the benefactions of the boss were intimate and personal, but to these he now adds the more diffuse benefactions of social service, and his base is wider.
",0,False
210,"He is fairly secure.
",0,False
211,"The states have also invaded the field of consumption taxes formerly used almost exclusively by the Federal Government.
",1,False
212,"President Hoover says:  I have no taste for any such emergency powers in the Government.
",0,False
213,"Thus responsibility for the solvency of banking as a whole passes to the government.
",0,False
214,"It may be that in a crisis finance cannot any longer be responsible for its own solvency, nor business for its own continuity.
",0,False
215,"One of the American Government’s wartime powers was the War Finance Corporation.
",0,False
216,"To the contrary, as we have seen, it must extend itself to meet new responsibilities.
",0,False
217,"Thus, in bad times like these, the proportion of the total national income absorbed by government will rise in a special manner.
",1,False
218,"In brief, government shall find ways to do what it does for less money.
",0,False
219,"Moreover, these forces are thoughtless.
",1,False
220,"The Assistant Commissioner of the Department of Social Welfare reported on the first year of old-age pensions in the state of New York, saying the protest against them came mainly from people in the rural districts where the pensioners were visible to those who were struggling to pay the taxes out of which old-age pensions are provided; and the delegate representing the corresponding work in California complained that the operation of the old-age pension law in that state was hampered by the two conditions that to be eligible one must be a citizen and of good character.
",0,False
221,"The effects and works of social service are very flattering to our sense of benignity; we are doing well by the less fortunate.
",1,False
222,"Bankers are loath to lend it any more money because investors are reluctant to buy any more of its bonds.
",0,False
223,"The basis of this paradoxical inclination is the lack of personal will, and this lack of personal will itself comes from the horror of responsibility
",1,False
224,"Whatever else may go by conjecture, this will be evident in itself—namely, that a rise in the cost of government, suddenly in one generation, from a traditional basis to a point at which it begins to absorb one-quarter of the total national income, is a political and social omen of great significance.
",1,False
225,"Until about 1910, excepting only the period of the Civil War, the cost of the federal government was met almost entirely by customs duties and the tobacco and liquor taxes; and until about 1910 the cost of state and local government was met by the property tax, supplemented somewhat by corporation taxes, license fees and death duties.
",0,False
226,"From bad taxation, reckless borrowing and reckless spending, the city of Chicago had so far prejudiced its own credit that for months it had been unable to meet its municipal payrolls either out of revenues or by discounting its notes at the bank.
",1,False
227,"But with the public credit of a nation, it was different.
",0,False
228,"This is notably so in the present.
",0,False
229,"Already the cost of government is absorbing, roughly, one-quarter of the total national income.
",0,False
230,"The increase in the past few years has been such that if it should continue at the same rate, the cost of government fifty years hence would absorb the whole national income.
",0,False
231,"Half the total cost of all government is the cost of city and local government, and that per-capita cost in 1929 was three times what it was in 1913.
",0,False
232,"In the whole country there are approximately 500,000 separate units of government.
",0,False
233,"So now there is a movement—a movement within government, independent of the taxpayer—to rationalize the structure from the bottom up, each next higher stratum with an impulse to absorb the powers of the one below, or, where they cannot be absorbed, to divide them reasonably.
",0,False
234,"At the same time, new taxes have been invented.
",0,False
235,"And now observe how it is that on one side, the government—even a conservative government—and on the other side, all the forces moving to effect a redistribution of wealth downward by political theory, are bound for different reasons to favor popular taxes.
",0,False
236,"How many times, on looking at slum dwellings or some other distasteful human spectacle, have you yourself said, “There ought to be a law,” and so forth?
",1,False
237,"There is the emotional appeal, and to this is added the practical suggestion that, after all, it will pay, or that it will be cheaper in the end.
",0,False
238,"Two children in every nine are so far handicapped physically or mentally as to need special treatment and training.
",0,False
239,"Very little social service is really spontaneous, straight from the taxpayer’s heart.
",1,False
240,"And so these ideas spread like wildfire from community to community.
",1,False
241,"Certain national groups, particularly in the field of education, recreation, health or sociology, have set up per-capita targets toward which they assert every city in a certain population range should aim.
",0,False
242,"Results, typical: Taxes in the same twenty years have increased from $14 to $53 per capita; public debt has increased from $15 to $175 per capita.
",0,False
243,"We imagine today that everything is done by the aggregate without the will to act of any of the individuals composing the aggregate.
",1,False
244,"But that will be only like pruning the tree, for lustier growth hereafter, unless we settle what public credit is for in principle and limit in a drastic manner the ferocious growth of government.",1,False
245,"We take that for granted.
",0,False
246,"If the natural level of economic recovery were long delayed, then all these measures would very soon fail in the total ruin of public credit.
",1,False
247,"This it will do by inflating money and credit.
",0,False
248,"But if these things are true, and if now in any crisis such responsibilities must pass to the government, we have gone far unawares toward an experimental state we know nothing of by experience, almost nothing of by theory.
",1,False
249,"The one least considered is what may be called the biological aspect, in which government is like an organism with such an instinct for growth and self-expression that if let alone it is bound to destroy human freedom—not that it might wish to do so but that it could not in nature do less.
",1,False
250,"And so it goes.
",0,False
251,"The per capita cost of all government has increased as follows:  |In 1880 it was||$13.56|  |In 1903 it was||$19.39|  |In 1913 it was||$30.24|  |In 1923 it was||$88.94|  |In 1929 it was||$107.37|  In 1932 it will be, approximately $124.00
",0,False
252,"And there is bound to be, again as it was after the war, a terrific extension of government.
",1,False
253,"The spenders were the ones elected to office and bond issues voted with cheerful alacrity.
",1,False
254,"When the railroads throw themselves on the hands of the government and demand public credit to save them from bankruptcy, these radical forces do not protest, or, if they do, it is in an academic sense only; and the reason for this is that they believe in the public ownership of railroads, and see, perhaps more clearly than the others, that such use of public credit tends to bring the experiment of state ownership to pass.
",1,False
255,"Well, but “a law” means in every case to interfere by power of government, backed by the public credit.
",0,False
256,"For Massachusetts the cost of it is nearly two-fifths of all state outlay.
",0,False
257,"There is another reason why the taxpayer himself is not entitled to that unctuous feeling in the presence of social service.
",1,False
258,"“Increased wealth, with its higher standard of living, creates a demand for public services not known a generation ago.”  In twenty years, 135 new activities were added to the responsibilities of government in Detroit, such as high-school evening classes, children’s clinic, child-welfare nurses, transportation of the crippled, classes for mental defectives, training library personnel, testing gas, testing materials, health-education nurses, camps for tubercular children, public-health education, medical college, college evening classes, college summer classes, employment bureau, symphony concerts, cancer clinic, cancer nurses, human antiserum nurses, cooperative high school and the use of radio in schools.
",0,False
259,"A great deal of that admirable work was not paid for; the people could not afford to pay for it.
",1,False
260,"A total ruin of the public credit would be a disaster in fact.
",1,False
261,"All of it has sometime to be paid out of taxes; and even those who may not pay these future taxes directly will pay them indirectly in the cost of the houses they rent, the food they eat, the clothes they wear, the gas they burn in their motor cars—in every item of the cost of getting born, growing up, growing old, even dying.
",0,False
262,"Sometime the tide, of itself, will rise again.
",0,False
263,"And we shall have done another thing.
",1,False
264,"There are many aspects of government.
",0,False
265,"Already of those above ten years of age gainfully employed in the whole country, male and female, about one in ten is directly employed in government service.
",0,False
266,"By the figures of the National Industrial Conference Board, the per-capita costs of government separately stated, are:  |1913||1929|  |Federal||$7.17||$32.36|  |State||$3.97||$16.38|  |Local||$19.10||$58.64|
",0,False
267,"And all this intelligent uproar is in a sense superficial and probably delusive.
",1,False
268,"This extreme of home rule is not good for government.
",1,False
269,"The tax power, in so many hands, is much less effective than it might be.
",1,False
270,"The rise in the cost of government is not from increase of graft and corruption, for these evils in a relative sense are diminishing; nor is it from an increase of waste, for of this the ratio has probably been fairly constant.
",0,False
271,"The spender of public money will never want followers.
",1,False
272,"These predatory, parasitic, more or less shameless forces are inseparable from government.
",1,False
